Id,SalePrice
731,256021.307862
732,182464.003852
733,229596.173925
734,137923.746026
735,114625.975139
736,167659.101316
737,85105.0229994
738,235739.267063
739,154868.478815
740,195727.205315
741,132530.02122
742,139062.793156
743,177931.196042
744,164062.338116
745,203577.044308
746,310795.958868
747,232928.663055
748,267822.735539
749,244937.756285
750,91660.0439621
751,93772.6638932
752,165114.28585
753,205744.868196
754,273846.367784
755,150445.240508
756,159134.23605
757,219706.752704
758,154268.777309
759,170674.571598
760,311161.99434
761,129393.259594
762,115330.418237
763,198670.8207
764,334431.163074
765,266269.648193
766,273103.737428
767,187111.969055
768,166187.101008
769,228095.69474
770,513077.32294
771,129986.594248
772,119896.986604
773,135572.964466
774,119389.385779
775,310064.658008
776,162523.624775
777,223972.656002
778,140432.639984
779,137213.252572
780,140618.781305
781,175328.19229
782,175826.274829
783,196895.722887
784,151501.934043
785,137342.025904
786,157662.644442
787,128834.062367
788,229003.982829
789,112187.147383
790,202525.063042
791,166517.732994
792,143831.200215
793,241373.114668
794,238049.480318
795,198625.727252
796,166362.560413
797,138325.031085
798,108842.986658
799,460373.835944
800,152568.000014
801,194933.431644
802,116891.955907
803,183656.739204
804,521821.354047
805,116823.858638
806,213270.501522
807,126814.765468
808,203591.839434
809,146136.455366
810,115802.436194
811,169901.747905
812,143715.706815
813,66618.1008376
814,145831.356126
815,116593.641565
816,206119.311317
817,135903.28779
818,281379.872175
819,147604.123509
820,208638.435246
821,190080.369692
822,92634.1475338
823,200012.828227
824,150974.713725
825,241464.386113
826,403947.241091
827,102166.26543
828,198107.103561
829,184284.299943
830,154731.193555
831,163233.447044
832,154731.193555
833,219297.993467
834,160471.291425
835,143136.934259
836,133381.648668
837,141393.953699
838,97317.5181754
839,144033.838008
840,123031.546663
841,126978.791539
842,150443.808645
843,156827.508221
844,121440.034835
845,137870.115624
846,182892.092866
847,201555.194614
848,133375.48466
849,226580.45437
850,185362.196355
851,140896.314201
852,202185.570805
853,166978.906081
854,172587.729847
855,164888.392
856,140809.753381
857,144990.18383
858,159944.81948
859,160224.926292
860,238093.634921
861,189460.172519
862,128022.611404
863,143439.036417
864,138480.793838
865,197399.386161
866,132182.898548
867,259309.613206
868,130232.508897
869,167764.842869
870,233384.146199
871,104497.668825
872,181872.471321
873,118585.314012
874,135293.340845
875,80282.1340506
876,302527.587152
877,140018.413606
878,354550.680003
879,154527.399477
880,134759.472864
881,155138.42182
882,202630.457408
883,170319.041122
884,120196.635528
885,119721.495925
886,285264.489969
887,161035.842875
888,140936.330087
889,281973.248548
890,161134.769158
891,115545.819703
892,166140.052289
893,142817.737972
894,156274.537574
895,128891.295041
896,163788.908754
897,95906.1894395
898,131748.437145
899,529390.58887
900,139758.180422
901,117345.436334
902,141177.058129
903,186870.427561
904,241502.206204
905,122167.727902
906,128398.994864
907,255900.04721
908,252994.520533
909,128957.617866
910,175788.297855
911,151772.231467
912,150335.609999
913,94880.4623185
914,147627.219005
915,161956.295687
916,81436.8105341
917,38734.7747715
918,142222.918987
919,252744.874539
920,174498.334165
921,190549.950638
922,159465.567453
923,172559.215404
924,192810.562469
925,188583.890585
926,158399.297219
927,289754.312577
928,189574.129195
929,246825.80634
930,225142.567733
931,227256.784889
932,123355.892643
933,304339.628183
934,210815.572526
935,252496.175427
936,82781.2607305
937,191142.949537
938,236883.048818
939,258029.540658
940,226073.113004
941,174750.566637
942,228220.74833
943,135663.292197
944,141806.005674
945,152437.837567
946,149177.142133
947,144568.272203
948,277548.927994
949,202690.945514
950,179502.768804
951,134810.58616
952,118530.628074
953,125716.885218
954,159642.745886
955,125469.705383
956,162335.11115
957,127748.930318
958,130438.207175
959,189749.766784
960,162021.459776
961,124924.495937
962,245096.116427
963,158828.373371
964,261810.038975
965,211242.071435
966,178133.204792
967,143931.820682
968,139828.046171
969,47022.0703174
970,124400.213474
971,92342.1989674
972,175726.970842
973,125230.289236
974,198100.369825
975,194584.562834
976,164606.553312
977,85756.2081823
978,200290.67887
979,116818.664393
980,141272.677695
981,178843.635358
982,320832.043624
983,172956.976792
984,251880.438425
985,131452.689262
986,120437.564152
987,121022.523918
988,392404.851878
989,180268.866174
990,192232.700516
991,316567.149989
992,187952.053358
993,199349.298303
994,173638.730745
995,350628.95965
996,110370.185539
997,136650.281996
998,164122.825657
999,85298.7103041
1000,189592.700072
1001,76759.4435181
1002,86252.960274
1003,245945.539665
1004,142025.658142
1005,189711.482307
1006,135370.788504
1007,166936.321475
1008,86587.1761478
1009,230890.426033
1010,109656.999404
1011,127955.204611
1012,112260.572431
1013,166611.900432
1014,87587.1223561
1015,124869.718342
1016,222640.283895
1017,226471.898442
1018,189728.539949
1019,171320.615407
1020,197804.589783
1021,153583.898015
1022,193022.13915
1023,105356.863821
1024,189954.851911
1025,310176.701649
1026,120790.890553
1027,148341.003664
1028,311844.90643
1029,119176.673965
1030,117840.140002
1031,142057.96036
1032,216010.636659
1033,314869.233373
1034,238956.732422
1035,122053.202405
1036,81849.0731154
1037,334702.955845
1038,266760.325484
1039,104618.482767
1040,79980.2518354
1041,157674.11414
1042,171887.065539
1043,178700.81927
1044,262414.762471
1045,282622.934451
1046,136214.414028
1047,462497.446009
1048,137646.888265
1049,130385.478993
1050,94904.3952488
1051,185408.423261
1052,185881.039395
1053,172615.417276
1054,150105.936892
1055,275131.882597
1056,160946.919221
1057,193749.024658
1058,229485.774241
1059,348771.287254
1060,194349.240969
1061,203457.193119
1062,79766.4676237
1063,115056.48034
1064,123334.793722
1065,151826.996972
1066,274137.086708
1067,176647.145782
1068,171824.018999
1069,156943.719499
1070,130413.65877
1071,133152.519002
1072,157982.239318
1073,98986.7663206
1074,158072.618047
1075,196850.86579
1076,207969.515284
1077,154929.813637
1078,131950.905705
1079,141219.236451
1080,134499.571751
1081,157488.315257
1082,129709.451062
1083,195843.644083
1084,149073.121486
1085,187224.131046
1086,149544.555575
1087,90996.1076156
1088,262672.670954
1089,146552.938306
1090,210604.790561
1091,87191.4420339
1092,160322.3119
1093,160821.134897
1094,149164.585524
1095,127531.700246
1096,168866.392884
1097,116065.864862
1098,175927.502695
1099,111145.151766
1100,166925.968935
1101,63071.1059707
1102,120904.594799
1103,134699.038295
1104,147749.337022
1105,109150.931535
1106,339330.086846
1107,189308.251749
1108,245606.147311
1109,167941.190162
1110,295255.302244
1111,184316.319705
1112,204071.87633
1113,127384.965445
1114,138878.657476
1115,121694.900207
1116,301608.586356
1117,199652.762282
1118,138194.176957
1119,133102.229449
1120,130017.170672
1121,114417.542107
1122,221237.209777
1123,94298.7233208
1124,110173.980112
1125,166258.942266
1126,117037.18141
1127,195642.385118
1128,238476.592581
1129,215626.457818
1130,126299.495572
1131,144652.500305
1132,104556.54437
1133,115850.093014
1134,253055.921618
1135,171337.868497
1136,102323.612483
1137,125507.684457
1138,91753.9996935
1139,192958.718902
1140,124822.813727
1141,129728.140188
1142,178129.348691
1143,385505.74157
1144,97800.2493376
1145,78414.7752444
1146,130619.786373
1147,171495.49035
1148,190531.382859
1149,125100.560132
1150,149217.094596
1151,124346.988779
1152,155600.095963
1153,211504.770605
1154,119979.695793
1155,221542.503602
1156,200433.557992
1157,173087.090498
1158,209965.665985
1159,243815.864307
1160,184216.873613
1161,149476.735008
1162,218511.858682
1163,126496.20462
1164,120578.578118
1165,191904.326746
1166,220111.15133
1167,253519.087154
1168,187219.873276
1169,211587.378708
1170,602467.491034
1171,154285.063469
1172,159919.706766
1173,159323.927121
1174,208538.386716
1175,216940.147199
1176,318971.395984
1177,128278.410934
1178,112799.024656
1179,130436.336086
1180,95926.1706263
1181,234574.880367
1182,335711.597328
1183,673685.690816
1184,130362.042171
1185,190872.701529
1186,121925.633157
1187,102933.537301
1188,270596.43708
1189,189118.762171
1190,190389.603617
1191,169218.602891
1192,185141.818995
1193,127581.591401
1194,160911.441061
1195,138755.902815
1196,161521.497753
1197,226670.679871
1198,150517.482023
1199,181922.034917
1200,145428.860549
1201,107742.578096
1202,194694.271062
1203,126331.538342
1204,213906.424531
1205,144690.990338
1206,281925.991417
1207,112643.761152
1208,200575.266749
1209,140477.225914
1210,291515.2932
1211,182646.503842
1212,196746.99885
1213,100120.055512
1214,125304.970686
1215,127578.507546
1216,117143.976878
1217,127072.078598
1218,241446.174383
1219,73546.8243021
1220,102337.454151
1221,116419.555067
1222,129743.515577
1223,145780.425358
1224,134203.032605
1225,198436.888176
1226,137236.427927
1227,204171.733629
1228,140547.068652
1229,363265.071299
1230,138827.060441
1231,197155.4767
1232,145246.646409
1233,106291.241221
1234,134529.67548
1235,122417.672964
1236,140389.650468
1237,173554.911594
1238,218768.436508
1239,143865.369073
1240,238180.037691
1241,204684.983906
1242,229340.613869
1243,183043.814019
1244,423953.053603
1245,221560.068981
1246,187620.818469
1247,191002.286423
1248,142967.413741
1249,147659.334089
1250,125883.828225
1251,240444.003547
1252,178221.939988
1253,126521.2776
1254,263212.893587
1255,184024.193179
1256,128825.391689
1257,335677.524596
1258,98278.0977784
1259,182244.452009
1260,149295.205882
1261,182436.228696
1262,132637.169612
1263,141144.530066
1264,165812.368835
1265,161654.64135
1266,173168.347523
1267,144471.152773
1268,365875.303043
1269,366558.618044
1270,137848.978683
1271,228852.273516
1272,173143.182945
1273,135908.825306
1274,160560.113181
1275,132342.241624
1276,138863.373495
1277,171340.632696
1278,190779.593472
1279,266010.396688
1280,71737.7748603
1281,218116.719034
1282,184216.732987
1283,146884.247601
1284,134500.535725
1285,173436.38977
1286,119176.223218
1287,151141.81341
1288,185610.665962
1289,268763.901097
1290,280443.461622
1291,168043.526791
1292,114336.408126
1293,103960.36876
1294,173436.021762
1295,125704.539842
1296,131260.773398
1297,148041.177285
1298,137811.114391
1299,174731.972717
1300,156614.264006
1301,230466.743399
1302,171223.601781
1303,309799.034004
1304,217467.394509
1305,149965.780381
1306,317348.235429
1307,186836.031504
1308,141595.95238
1309,132843.109501
1310,167367.449204
1311,319947.075243
1312,208852.353512
1313,312334.635281
1314,350585.12186
1315,123949.232606
1316,179724.987129
1317,285040.282003
1318,189156.856945
1319,272489.870082
1320,117220.084819
1321,160628.946591
1322,73352.5253337
1323,207826.499466
1324,81777.2608232
1325,261065.753164
1326,61717.6033206
1327,75741.1708495
1328,131694.185579
1329,227361.079968
1330,178521.818658
1331,243143.317931
1332,126612.374846
1333,115072.010551
1334,125953.219521
1335,119699.429176
1336,155549.976147
1337,138449.589334
1338,55495.9447782
1339,217036.890567
1340,125040.631265
1341,111704.396955
1342,160117.36034
1343,255996.11823
1344,169574.597017
1345,179120.985425
1346,96660.5514757
1347,263306.899585
1348,283409.06894
1349,244815.116698
1350,137777.138074
1351,169473.79795
1352,169002.119726
1353,131521.63733
1354,367280.888905
1355,240085.678544
1356,186966.056034
1357,119927.046506
1358,150083.354214
1359,170377.470211
1360,387216.918339
1361,168651.438216
1362,243211.152557
1363,128700.35934
1364,162765.016472
1365,152227.222373
1366,201862.159771
1367,198793.094846
1368,132770.686721
1369,141669.596435
1370,246069.801939
1371,108548.098459
1372,172497.840542
1373,247228.172522
1374,434565.061662
1375,245809.926482
1376,254904.682204
1377,92015.3590535
1378,134158.792852
1379,95797.7037602
1380,147212.07175
1381,64936.3093076
1382,211540.923769
1383,153019.030906
1384,136325.496754
1385,105418.197638
1386,119836.15545
1387,265670.856465
1388,142005.0054
1389,357397.949585
1390,130779.565915
1391,229581.348718
1392,129137.577484
1393,128910.751721
1394,163598.872694
1395,226891.579506
1396,294144.877414
1397,166286.610775
1398,128717.476992
1399,126736.005967
1400,150161.422054
1401,119993.505653
1402,188037.508128
1403,191501.905241
1404,267258.327807
1405,95255.1514925
1406,276496.736597
1407,130930.552003
1408,118007.733606
1409,111541.624625
1410,222135.427417
1411,213369.609365
1412,145089.453872
1413,89768.8693138
1414,264155.375916
1415,196927.861659
1416,210002.036164
1417,116058.641226
1418,324865.813711
1419,129631.531007
1420,215616.758395
1421,166902.561578
1422,141600.771283
1423,140896.314201
1424,243902.79343
1425,137059.813799
1426,143351.349626
1427,250775.846668
1428,144309.126597
1429,111137.079552
1430,183198.072838
1431,173610.480372
1432,139433.627489
1433,89381.7546971
1434,176904.03771
1435,160089.582119
1436,174631.203715
1437,119636.424724
1438,359629.141191
1439,151612.187312
1440,185359.729502
1441,209090.172058
1442,142176.447032
1443,347570.115995
