Id,SalePrice
1,2.6927377779
2,2.6927377779
3,2.6927377779
4,2.6927377779
5,2.6927377779
6,2.6927377779
7,2.6927377779
8,2.6927377779
9,2.6927377779
10,2.6927377779
11,2.6927377779
12,2.6927377779
13,2.6927377779
14,2.6927377779
15,2.6927377779
16,2.6927377779
17,2.6927377779
18,2.6927377779
19,2.6927377779
20,2.6927377779
21,2.6927377779
22,2.6927377779
23,2.6927377779
24,2.6927377779
25,2.6927377779
26,2.6927377779
27,2.6927377779
28,2.6927377779
29,2.6927377779
30,2.6927377779
31,2.6927377779
32,2.6927377779
33,2.6927377779
34,2.6927377779
35,2.6927377779
36,2.6927377779
37,2.6927377779
38,2.6927377779
39,2.6927377779
40,2.6927377779
41,2.6927377779
42,2.6927377779
43,2.6927377779
44,2.6927377779
45,2.6927377779
46,2.6927377779
47,2.6927377779
48,2.6927377779
49,2.6927377779
50,2.6927377779
51,2.6927377779
52,2.6927377779
53,2.6927377779
54,2.6927377779
55,2.6927377779
56,2.6927377779
57,2.6927377779
58,2.6927377779
59,2.6927377779
60,2.6927377779
61,2.6927377779
62,2.6927377779
63,2.6927377779
64,2.6927377779
65,2.6927377779
66,2.6927377779
67,2.6927377779
68,2.6927377779
69,2.6927377779
70,2.6927377779
71,2.6927377779
72,2.6927377779
73,2.6927377779
74,2.6927377779
75,2.6927377779
76,2.6927377779
77,2.6927377779
78,2.6927377779
79,2.6927377779
80,2.6927377779
81,2.6927377779
82,2.6927377779
83,2.6927377779
84,2.6927377779
85,2.6927377779
86,2.6927377779
87,2.6927377779
88,2.6927377779
89,2.6927377779
90,2.6927377779
91,2.6927377779
92,2.6927377779
93,2.6927377779
94,2.6927377779
95,2.6927377779
96,2.6927377779
97,2.6927377779
98,2.6927377779
99,2.6927377779
100,2.6927377779
101,2.6927377779
102,2.6927377779
103,2.6927377779
104,2.6927377779
105,2.6927377779
106,2.6927377779
107,2.6927377779
108,2.6927377779
109,2.6927377779
110,2.6927377779
111,2.6927377779
112,2.6927377779
113,2.6927377779
114,2.6927377779
115,2.6927377779
116,2.6927377779
117,2.6927377779
118,2.6927377779
119,2.6927377779
120,2.6927377779
121,2.6927377779
122,2.6927377779
123,2.6927377779
124,2.6927377779
125,2.6927377779
126,2.6927377779
127,2.6927377779
128,2.6927377779
129,2.6927377779
130,2.6927377779
131,2.6927377779
132,2.6927377779
133,2.6927377779
