Id,SalePrice
731,238358.0535
732,181544.45065
733,236029.466967
734,132436.030947
735,113523.985313
736,172287.613743
737,95734.5318692
738,242519.54849
739,179095.723269
740,194150.881735
741,136507.01798
742,136087.893625
743,183066.06154
744,172312.558278
745,179382.501249
746,290450.856349
747,242126.43968
748,251773.156179
749,255351.183627
750,103780.07247
751,94113.2004515
752,168384.536301
753,205132.538146
754,277986.814495
755,148510.646201
756,168677.922512
757,218375.651941
758,161309.637015
759,173980.30814
760,306347.712469
761,129322.623116
762,109100.064034
763,210888.123605
764,334103.692238
765,268505.095976
766,265617.438093
767,196781.21117
768,153730.845479
769,227320.611621
770,504243.387642
771,135896.827842
772,107393.142284
773,124734.175364
774,114689.142292
775,344639.381147
776,162199.897506
777,228566.861634
778,140304.038618
779,138397.450494
780,137319.953031
781,177939.142202
782,174804.051049
783,185222.17723
784,157282.700287
785,131295.840053
786,159520.777583
787,129512.68623
788,233210.030379
789,109055.637846
790,188490.091931
791,166535.18403
792,146118.476709
793,257675.179509
794,227822.88288
795,189111.294522
796,164788.036383
797,148364.33948
798,112554.966824
799,503559.144199
800,169999.201991
801,196179.778686
802,116679.012705
803,184855.672349
804,520158.677402
805,122542.154726
806,213119.94678
807,129683.420827
808,208152.849576
809,160863.945929
810,115405.791796
811,177596.886182
812,144147.12558
813,80218.7572511
814,152436.258178
815,119333.809655
816,227811.644679
817,135421.832861
818,282664.572757
819,148276.57265
820,213519.025026
821,183268.49712
822,98289.3793506
823,222642.83361
824,141477.455432
825,233079.555606
826,398682.880599
827,105743.073336
828,189646.542635
829,186099.539288
830,148642.472756
831,161785.014368
832,149435.530927
833,225932.987157
834,158856.81285
835,137457.919965
836,124218.060297
837,147793.040394
838,99009.4952014
839,144637.892438
840,122365.046175
841,143585.590322
842,155395.139605
843,170133.467786
844,139312.896606
845,157066.138879
846,166382.968706
847,199202.159807
848,131910.208783
849,229641.150248
850,182776.957601
851,138490.492331
852,207486.3458
853,171255.780345
854,157893.653383
855,175486.812119
856,128381.610016
857,147727.686997
858,164381.450171
859,147082.595828
860,218149.974494
861,176432.171337
862,137938.956456
863,154282.073662
864,133137.081586
865,212355.295969
866,144883.922086
867,245455.070914
868,129528.24316
869,168078.67534
870,231854.003154
871,109501.0
872,202143.117707
873,114152.088754
874,127320.830251
875,79992.6852697
876,297404.256176
877,124753.587216
878,342769.355228
879,145867.829615
880,133263.556177
881,145682.081123
882,194426.710847
883,179620.425211
884,111554.275495
885,109513.326318
886,310867.500139
887,149413.802397
888,137465.746788
889,279754.078969
890,158794.302051
891,116479.465836
892,172229.798412
893,148848.990065
894,150066.801544
895,118454.748138
896,146706.994456
897,104971.664927
898,133901.38932
899,578163.392737
900,132380.787061
901,114719.256257
902,145598.051358
903,183682.322604
904,236638.565591
905,123446.027592
906,127313.527175
907,258838.358641
908,241884.556479
909,129925.361425
